Energy(keV) 	 Hits(N) 
3624	9240050	
3625	9236429	
3626	9232805	
3627	9229179	
3628	9225548	
3629	9221915	
3630	9218279	
3631	9214639	
3632	9210996	
3633	9207350	
3634	9203701	
3635	9200048	
3636	9196393	
3637	9192734	
3638	9189072	
3639	9185407	
3640	9181739	
3641	9178068	
3642	9174393	
3643	9170715	
3644	9167035	
3645	9163351	
3646	9159664	
3647	9155973	
3648	9152280	
3649	9148583	
3650	9144884	
3651	9141181	
3652	9137475	
3653	9133766	
3654	9130054	
3655	9126338	
3656	9122620	
3657	9118898	
3658	9115174	
3659	9111446	
3660	9107715	
3661	9103981	
3662	9100244	
3663	9096504	
3664	9092761	
3665	9089014	
3666	9085265	
3667	9081512	
3668	9077756	
3669	9073998	
3670	9070236	
3671	9066471	
3672	9062703	
3673	9058932	
3674	9055157	
3675	9051380	
3676	9047600	
3677	9043816	
3678	9040030	
3679	9036240	
3680	9032448	
3681	9028652	
3682	9024853	
3683	9021052	
3684	9017247	
3685	9013439	
3686	9009628	
3687	9005814	
3688	9001997	
3689	8998177	
3690	8994354	
3691	8990528	
3692	8986699	
3693	8982866	
3694	8979031	
3695	8975193	
3696	8971352	
3697	8967507	
3698	8963660	
3699	8959810	
3700	8955956	
3701	8952100	
3702	8948241	
3703	8944378	
3704	8940513	
3705	8936645	
3706	8932773	
3707	8928899	
3708	8925022	
3709	8921141	
3710	8917258	
3711	8913372	
3712	8909482	
3713	8905590	
3714	8901695	
3715	8897796	
3716	8893895	
3717	8889991	
3718	8886084	
3719	8882174	
3720	8878261	
3721	8874345	
3722	8870426	
3723	8866504	
3724	8862579	
3725	8858651	
3726	8854720	
3727	8850787	
3728	8846850	
3729	8842910	
3730	8838968	
3731	8835022	
3732	8831074	
3733	8827122	
3734	8823168	
3735	8819211	
3736	8815251	
3737	8811288	
3738	8807322	
3739	8803353	
3740	8799381	
3741	8795406	
3742	8791429	
3743	8787448	
3744	8783465	
3745	8779479	
3746	8775489	
3747	8771497	
3748	8767502	
3749	8763504	
3750	8759504	
3751	8755500	
3752	8751493	
3753	8747484	
3754	8743472	
3755	8739457	
3756	8735439	
3757	8731418	
3758	8727394	
3759	8723367	
3760	8719338	
3761	8715306	
3762	8711270	
3763	8707232	
3764	8703192	
3765	8699148	
3766	8695101	
3767	8691052	
3768	8687000	
3769	8682945	
3770	8678887	
3771	8674826	
3772	8670762	
3773	8666696	
3774	8662627	
3775	8658555	
3776	8654480	
3777	8650402	
3778	8646322	
3779	8642238	
3780	8638152	
3781	8634064	
3782	8629972	
3783	8625877	
3784	8621780	
3785	8617680	
3786	8613577	
3787	8609472	
3788	8605363	
3789	8601252	
3790	8597138	
3791	8593021	
3792	8588902	
3793	8584779	
3794	8580654	
3795	8576526	
3796	8572396	
3797	8568262	
3798	8564126	
3799	8559987	
3800	8555846	
3801	8551701	
3802	8547554	
3803	8543404	
3804	8539252	
3805	8535097	
3806	8530938	
3807	8526778	
3808	8522614	
3809	8518448	
3810	8514279	
3811	8510107	
3812	8505933	
3813	8501756	
3814	8497576	
3815	8493393	
3816	8489208	
3817	8485020	
3818	8480829	
3819	8476636	
3820	8472440	
3821	8468241	
3822	8464040	
3823	8459836	
3824	8455629	
3825	8451419	
3826	8447207	
3827	8442992	
3828	8438775	
3829	8434555	
3830	8430332	
3831	8426106	
3832	8421878	
3833	8417647	
3834	8413414	
3835	8409178	
3836	8404939	
3837	8400697	
3838	8396453	
3839	8392206	
3840	8387957	
3841	8383705	
3842	8379450	
3843	8375193	
3844	8370933	
3845	8366671	
3846	8362406	
3847	8358138	
3848	8353867	
3849	8349594	
3850	8345319	
3851	8341041	
3852	8336760	
3853	8332476	
3854	8328190	
3855	8323902	
3856	8319610	
3857	8315317	
3858	8311020	
3859	8306721	
3860	8302420	
3861	8298116	
3862	8293809	
3863	8289499	
3864	8285188	
3865	8280873	
3866	8276556	
3867	8272237	
3868	8267915	
3869	8263590	
3870	8259263	
3871	8254933	
3872	8250601	
3873	8246266	
3874	8241928	
3875	8237588	
3876	8233246	
3877	8228901	
3878	8224553	
3879	8220203	
3880	8215851	
3881	8211496	
3882	8207138	
3883	8202778	
3884	8198415	
3885	8194050	
3886	8189682	
3887	8185312	
3888	8180939	
3889	8176564	
3890	8172187	
3891	8167806	
3892	8163424	
3893	8159039	
3894	8154651	
3895	8150261	
3896	8145868	
3897	8141473	
3898	8137076	
3899	8132676	
3900	8128273	
3901	8123868	
3902	8119461	
3903	8115051	
3904	8110639	
3905	8106224	
3906	8101807	
3907	8097388	
3908	8092965	
3909	8088541	
3910	8084114	
3911	8079685	
3912	8075253	
3913	8070819	
3914	8066382	
3915	8061943	
3916	8057502	
3917	8053058	
3918	8048611	
3919	8044163	
3920	8039712	
3921	8035258	
3922	8030802	
3923	8026344	
3924	8021883	
3925	8017420	
3926	8012955	
3927	8008487	
3928	8004017	
3929	7999544	
3930	7995069	
3931	7990592	
3932	7986112	
3933	7981630	
3934	7977146	
3935	7972659	
3936	7968170	
3937	7963678	
3938	7959184	
3939	7954688	
3940	7950189	
3941	7945689	
3942	7941185	
3943	7936680	
3944	7932172	
3945	7927662	
3946	7923149	
3947	7918634	
3948	7914117	
3949	7909598	
3950	7905076	
3951	7900552	
3952	7896025	
3953	7891497	
3954	7886966	
3955	7882432	
3956	7877897	
3957	7873359	
3958	7868819	
3959	7864276	
3960	7859731	
3961	7855184	
3962	7850635	
3963	7846084	
3964	7841530	
3965	7836974	
3966	7832415	
3967	7827855	
3968	7823292	
3969	7818727	
3970	7814159	
3971	7809590	
3972	7805018	
3973	7800444	
3974	7795867	
3975	7791289	
3976	7786708	
3977	7782125	
3978	7777540	
3979	7772952	
3980	7768362	
3981	7763770	
3982	7759176	
3983	7754580	
3984	7749981	
3985	7745381	
3986	7740778	
3987	7736173	
3988	7731565	
3989	7726956	
3990	7722344	
3991	7717730	
3992	7713114	
3993	7708496	
3994	7703875	
3995	7699253	
3996	7694628	
3997	7690001	
3998	7685372	
3999	7680741	
4000	7676108	
4001	7671472	
4002	7666834	
4003	7662195	
4004	7657553	
4005	7652908	
4006	7648262	
4007	7643614	
4008	7638963	
4009	7634311	
4010	7629656	
4011	7624999	
4012	7620340	
4013	7615679	
4014	7611016	
4015	7606351	
4016	7601683	
4017	7597014	
4018	7592342	
4019	7587668	
4020	7582993	
4021	7578315	
4022	7573635	
4023	7568953	
4024	7564269	
4025	7559583	
4026	7554894	
4027	7550204	
4028	7545512	
4029	7540817	
4030	7536121	
4031	7531422	
4032	7526722	
4033	7522019	
4034	7517315	
4035	7512608	
4036	7507899	
4037	7503188	
4038	7498476	
4039	7493761	
4040	7489044	
4041	7484325	
4042	7479604	
4043	7474881	
4044	7470156	
4045	7465429	
4046	7460701	
4047	7455970	
4048	7451237	
4049	7446502	
4050	7441765	
4051	7437026	
4052	7432285	
4053	7427542	
4054	7422798	
4055	7418051	
4056	7413302	
4057	7408551	
4058	7403799	
4059	7399044	
4060	7394287	
4061	7389529	
4062	7384768	
4063	7380006	
4064	7375242	
4065	7370475	
4066	7365707	
4067	7360937	
4068	7356165	
4069	7351391	
4070	7346615	
4071	7341837	
4072	7337057	
4073	7332275	
4074	7327492	
4075	7322706	
4076	7317919	
4077	7313130	
4078	7308338	
4079	7303545	
4080	7298750	
4081	7293954	
4082	7289155	
4083	7284354	
4084	7279552	
4085	7274747	
4086	7269941	
4087	7265133	
4088	7260323	
4089	7255511	
4090	7250698	
4091	7245882	
4092	7241065	
4093	7236246	
4094	7231424	
4095	7226602	
4096	7221777	
4097	7216950	
4098	7212122	
4099	7207292	
4100	7202460	
4101	7197626	
4102	7192790	
4103	7187953	
4104	7183114	
4105	7178273	
4106	7173430	
4107	7168585	
4108	7163739	
4109	7158891	
4110	7154041	
4111	7149189	
4112	7144335	
4113	7139480	
4114	7134623	
4115	7129764	
4116	7124903	
4117	7120041	
4118	7115177	
4119	7110311	
4120	7105443	
4121	7100574	
4122	7095703	
4123	7090830	
4124	7085955	
4125	7081079	
4126	7076201	
4127	7071321	
4128	7066440	
4129	7061557	
4130	7056672	
4131	7051785	
4132	7046897	
4133	7042007	
4134	7037115	
4135	7032221	
4136	7027326	
4137	7022430	
4138	7017531	
4139	7012631	
4140	7007729	
4141	7002825	
4142	6997920	
4143	6993013	
4144	6988105	
4145	6983195	
4146	6978283	
4147	6973369	
4148	6968454	
4149	6963537	
4150	6958619	
4151	6953699	
4152	6948777	
4153	6943854	
4154	6938929	
4155	6934002	
4156	6929074	
4157	6924144	
4158	6919213	
4159	6914280	
4160	6909345	
4161	6904409	
4162	6899471	
4163	6894532	
4164	6889591	
4165	6884648	
4166	6879704	
4167	6874758	
4168	6869811	
4169	6864862	
4170	6859911	
4171	6854959	
4172	6850006	
4173	6845050	
4174	6840094	
4175	6835135	
4176	6830175	
4177	6825214	
4178	6820251	
4179	6815287	
4180	6810321	
4181	6805353	
4182	6800384	
4183	6795414	
4184	6790441	
4185	6785468	
4186	6780493	
4187	6775516	
4188	6770538	
4189	6765558	
4190	6760577	
4191	6755595	
4192	6750611	
4193	6745625	
4194	6740638	
4195	6735649	
4196	6730659	
4197	6725668	
4198	6720675	
4199	6715680	
4200	6710685	
4201	6705687	
4202	6700688	
4203	6695688	
4204	6690687	
4205	6685683	
4206	6680679	
4207	6675673	
4208	6670666	
4209	6665657	
4210	6660646	
4211	6655635	
4212	6650622	
4213	6645607	
4214	6640591	
4215	6635574	
4216	6630555	
4217	6625535	
4218	6620514	
4219	6615491	
4220	6610467	
4221	6605441	
4222	6600414	
4223	6595385	
4224	6590356	
4225	6585325	
4226	6580292	
4227	6575258	
4228	6570223	
4229	6565186	
4230	6560149	
4231	6555109	
4232	6550069	
4233	6545027	
4234	6539984	
4235	6534939	
4236	6529893	
4237	6524846	
4238	6519797	
4239	6514748	
4240	6509696	
4241	6504644	
4242	6499590	
4243	6494535	
4244	6489479	
4245	6484421	
4246	6479362	
4247	6474302	
4248	6469241	
4249	6464178	
4250	6459114	
4251	6454049	
4252	6448982	
4253	6443914	
4254	6438845	
4255	6433775	
4256	6428703	
4257	6423630	
4258	6418556	
4259	6413481	
4260	6408405	
4261	6403327	
4262	6398248	
4263	6393168	
4264	6388086	
4265	6383004	
4266	6377920	
4267	6372835	
4268	6367749	
4269	6362661	
4270	6357573	
4271	6352483	
4272	6347392	
4273	6342300	
4274	6337206	
4275	6332112	
4276	6327016	
4277	6321919	
4278	6316821	
4279	6311722	
4280	6306622	
4281	6301520	
4282	6296418	
4283	6291314	
4284	6286209	
4285	6281103	
4286	6275996	
4287	6270887	
4288	6265778	
4289	6260668	
4290	6255556	
4291	6250443	
4292	6245329	
4293	6240214	
4294	6235098	
4295	6229981	
4296	6224863	
4297	6219743	
4298	6214623	
4299	6209502	
4300	6204379	
4301	6199255	
4302	6194131	
4303	6189005	
4304	6183878	
4305	6178750	
4306	6173621	
4307	6168491	
4308	6163360	
4309	6158228	
4310	6153095	
4311	6147961	
4312	6142826	
4313	6137689	
4314	6132552	
4315	6127414	
4316	6122275	
4317	6117135	
4318	6111993	
4319	6106851	
4320	6101708	
4321	6096564	
4322	6091418	
4323	6086272	
4324	6081125	
4325	6075977	
4326	6070828	
4327	6065678	
4328	6060527	
4329	6055375	
4330	6050222	
4331	6045068	
4332	6039913	
4333	6034757	
4334	6029600	
4335	6024443	
4336	6019284	
4337	6014124	
4338	6008964	
4339	6003802	
4340	5998640	
4341	5993477	
4342	5988313	
4343	5983148	
4344	5977982	
4345	5972815	
4346	5967647	
4347	5962479	
4348	5957309	
4349	5952139	
4350	5946968	
4351	5941796	
4352	5936623	
4353	5931449	
4354	5926274	
4355	5921099	
4356	5915922	
4357	5910745	
4358	5905567	
4359	5900388	
4360	5895208	
4361	5890028	
4362	5884846	
4363	5879664	
4364	5874481	
4365	5869297	
4366	5864113	
4367	5858927	
4368	5853741	
4369	5848554	
4370	5843366	
4371	5838177	
4372	5832988	
4373	5827798	
4374	5822607	
4375	5817415	
4376	5812222	
4377	5807029	
4378	5801835	
4379	5796640	
4380	5791445	
4381	5786248	
4382	5781051	
4383	5775854	
4384	5770655	
4385	5765456	
4386	5760256	
4387	5755055	
4388	5749854	
4389	5744652	
4390	5739449	
4391	5734245	
4392	5729041	
4393	5723836	
4394	5718631	
4395	5713424	
4396	5708217	
4397	5703010	
4398	5697801	
4399	5692592	
4400	5687383	
4401	5682172	
4402	5676961	
4403	5671750	
4404	5666537	
4405	5661324	
4406	5656111	
4407	5650897	
4408	5645682	
4409	5640466	
4410	5635250	
4411	5630033	
4412	5624816	
4413	5619598	
4414	5614379	
4415	5609160	
4416	5603940	
4417	5598720	
4418	5593499	
4419	5588278	
4420	5583055	
4421	5577833	
4422	5572609	
4423	5567386	
4424	5562161	
4425	5556936	
4426	5551711	
4427	5546485	
4428	5541258	
4429	5536031	
4430	5530803	
4431	5525575	
4432	5520346	
4433	5515117	
4434	5509887	
4435	5504656	
4436	5499426	
4437	5494194	
4438	5488962	
4439	5483730	
4440	5478497	
4441	5473264	
4442	5468030	
4443	5462795	
4444	5457560	
4445	5452325	
4446	5447089	
4447	5441853	
4448	5436616	
4449	5431379	
4450	5426142	
4451	5420904	
4452	5415665	
4453	5410426	
4454	5405187	
4455	5399947	
4456	5394707	
4457	5389466	
4458	5384225	
4459	5378983	
4460	5373741	
4461	5368499	
4462	5363256	
4463	5358013	
4464	5352770	
4465	5347526	
4466	5342281	
4467	5337037	
4468	5331792	
4469	5326546	
4470	5321300	
4471	5316054	
4472	5310808	
4473	5305561	
4474	5300314	
4475	5295066	
4476	5289818	
4477	5284570	
4478	5279321	
4479	5274072	
4480	5268823	
4481	5263574	
4482	5258324	
4483	5253074	
4484	5247823	
4485	5242572	
4486	5237321	
4487	5232070	
4488	5226818	
4489	5221566	
4490	5216314	
4491	5211062	
4492	5205809	
4493	5200556	
4494	5195303	
4495	5190049	
4496	5184795	
4497	5179541	
4498	5174287	
4499	5169032	
4500	5163778	
4501	5158523	
4502	5153267	
4503	5148012	
4504	5142756	
4505	5137500	
4506	5132244	
4507	5126988	
4508	5121732	
4509	5116475	
4510	5111218	
4511	5105961	
4512	5100704	
4513	5095446	
4514	5090189	
4515	5084931	
4516	5079673	
4517	5074415	
4518	5069157	
4519	5063898	
4520	5058640	
4521	5053381	
4522	5048122	
4523	5042863	
4524	5037604	
4525	5032345	
4526	5027086	
4527	5021826	
4528	5016567	
4529	5011307	
4530	5006048	
4531	5000788	
4532	4995528	
4533	4990268	
4534	4985008	
4535	4979747	
4536	4974487	
4537	4969227	
4538	4963967	
4539	4958706	
4540	4953446	
4541	4948185	
4542	4942924	
4543	4937664	
4544	4932403	
4545	4927142	
4546	4921882	
4547	4916621	
4548	4911360	
4549	4906099	
4550	4900839	
4551	4895578	
4552	4890317	
4553	4885056	
4554	4879795	
4555	4874535	
4556	4869274	
4557	4864013	
4558	4858752	
4559	4853492	
4560	4848231	
4561	4842971	
4562	4837710	
4563	4832450	
4564	4827189	
4565	4821929	
4566	4816668	
4567	4811408	
4568	4806148	
4569	4800888	
4570	4795628	
4571	4790368	
4572	4785108	
4573	4779848	
4574	4774589	
4575	4769329	
4576	4764070	
4577	4758810	
4578	4753551	
4579	4748292	
4580	4743033	
4581	4737774	
4582	4732516	
4583	4727257	
4584	4721999	
4585	4716740	
4586	4711482	
4587	4706224	
4588	4700967	
4589	4695709	
4590	4690452	
4591	4685194	
4592	4679937	
4593	4674680	
4594	4669424	
4595	4664167	
4596	4658911	
4597	4653655	
4598	4648399	
4599	4643143	
4600	4637888	
4601	4632633	
4602	4627378	
4603	4622123	
4604	4616869	
4605	4611614	
4606	4606360	
4607	4601107	
4608	4595853	
4609	4590600	
4610	4585347	
4611	4580094	
4612	4574842	
4613	4569590	
4614	4564338	
4615	4559087	
4616	4553835	
4617	4548584	
4618	4543334	
4619	4538084	
4620	4532834	
4621	4527584	
4622	4522335	
4623	4517086	
4624	4511837	
4625	4506588	
4626	4501340	
4627	4496093	
4628	4490846	
4629	4485599	
4630	4480352	
4631	4475106	
4632	4469860	
4633	4464615	
4634	4459369	
4635	4454125	
4636	4448880	
4637	4443637	
4638	4438393	
4639	4433150	
4640	4427907	
4641	4422665	
4642	4417423	
4643	4412182	
4644	4406941	
4645	4401700	
4646	4396460	
4647	4391220	
4648	4385981	
4649	4380742	
4650	4375504	
4651	4370266	
4652	4365029	
4653	4359792	
4654	4354555	
4655	4349320	
4656	4344084	
4657	4338849	
4658	4333615	
4659	4328381	
4660	4323147	
4661	4317914	
4662	4312682	
4663	4307450	
4664	4302219	
4665	4296988	
4666	4291757	
4667	4286528	
4668	4281298	
4669	4276070	
4670	4270842	
4671	4265614	
4672	4260387	
4673	4255161	
4674	4249935	
4675	4244709	
4676	4239485	
4677	4234261	
4678	4229037	
4679	4223814	
4680	4218592	
4681	4213370	
4682	4208149	
4683	4202929	
4684	4197709	
4685	4192490	
4686	4187271	
4687	4182053	
4688	4176836	
4689	4171619	
4690	4166403	
4691	4161188	
4692	4155973	
4693	4150759	
4694	4145546	
4695	4140333	
4696	4135121	
4697	4129910	
4698	4124699	
4699	4119489	
4700	4114280	
4701	4109072	
4702	4103864	
4703	4098657	
4704	4093451	
4705	4088245	
4706	4083040	
4707	4077836	
4708	4072632	
4709	4067430	
4710	4062228	
4711	4057027	
4712	4051826	
4713	4046627	
4714	4041428	
4715	4036230	
4716	4031033	
4717	4025836	
4718	4020640	
4719	4015445	
4720	4010251	
4721	4005058	
4722	3999865	
4723	3994674	
4724	3989483	
4725	3984293	
4726	3979104	
4727	3973915	
4728	3968728	
4729	3963541	
4730	3958355	
4731	3953170	
4732	3947986	
4733	3942803	
4734	3937621	
4735	3932439	
4736	3927258	
4737	3922079	
4738	3916900	
4739	3911722	
4740	3906545	
4741	3901369	
4742	3896193	
4743	3891019	
4744	3885846	
4745	3880673	
4746	3875502	
4747	3870331	
4748	3865161	
4749	3859993	
4750	3854825	
4751	3849658	
4752	3844492	
4753	3839328	
4754	3834164	
4755	3829001	
4756	3823839	
4757	3818678	
4758	3813518	
4759	3808359	
4760	3803201	
4761	3798044	
4762	3792888	
4763	3787733	
4764	3782579	
4765	3777426	
4766	3772274	
4767	3767124	
4768	3761974	
4769	3756825	
4770	3751677	
4771	3746531	
4772	3741385	
4773	3736241	
4774	3731097	
4775	3725955	
4776	3720814	
4777	3715674	
4778	3710535	
4779	3705397	
4780	3700260	
4781	3695124	
4782	3689989	
4783	3684856	
4784	3679723	
4785	3674592	
4786	3669462	
4787	3664333	
4788	3659205	
4789	3654078	
4790	3648953	
4791	3643829	
4792	3638705	
4793	3633583	
4794	3628462	
4795	3623343	
4796	3618224	
4797	3613107	
4798	3607991	
4799	3602876	
4800	3597762	
4801	3592650	
4802	3587538	
4803	3582428	
4804	3577320	
4805	3572212	
4806	3567106	
4807	3562001	
4808	3556897	
4809	3551794	
4810	3546693	
4811	3541593	
4812	3536494	
4813	3531396	
4814	3526300	
4815	3521205	
4816	3516111	
4817	3511019	
4818	3505928	
4819	3500838	
4820	3495750	
4821	3490662	
4822	3485577	
4823	3480492	
4824	3475409	
4825	3470327	
4826	3465246	
4827	3460167	
4828	3455090	
4829	3450013	
4830	3444938	
4831	3439864	
4832	3434792	
4833	3429721	
4834	3424651	
4835	3419583	
4836	3414516	
4837	3409451	
4838	3404387	
4839	3399324	
4840	3394263	
4841	3389203	
4842	3384145	
4843	3379088	
4844	3374033	
4845	3368979	
4846	3363926	
4847	3358875	
4848	3353825	
4849	3348777	
4850	3343731	
4851	3338685	
4852	3333642	
4853	3328599	
4854	3323558	
4855	3318519	
4856	3313481	
4857	3308445	
4858	3303410	
4859	3298377	
4860	3293345	
4861	3288315	
4862	3283286	
4863	3278259	
4864	3273234	
4865	3268210	
4866	3263187	
4867	3258166	
4868	3253147	
4869	3248129	
4870	3243113	
4871	3238098	
4872	3233085	
4873	3228073	
4874	3223063	
4875	3218055	
4876	3213048	
4877	3208043	
4878	3203040	
4879	3198038	
4880	3193038	
4881	3188039	
4882	3183042	
4883	3178047	
4884	3173053	
4885	3168061	
4886	3163071	
4887	3158083	
4888	3153096	
4889	3148110	
4890	3143127	
4891	3138145	
4892	3133164	
4893	3128186	
4894	3123209	
4895	3118234	
4896	3113260	
4897	3108289	
4898	3103319	
4899	3098350	
4900	3093384	
4901	3088419	
4902	3083456	
4903	3078495	
4904	3073535	
4905	3068578	
4906	3063622	
4907	3058667	
4908	3053715	
4909	3048764	
4910	3043815	
4911	3038868	
4912	3033923	
4913	3028980	
4914	3024038	
4915	3019098	
4916	3014160	
4917	3009224	
4918	3004290	
4919	2999357	
4920	2994426	
4921	2989498	
4922	2984571	
4923	2979646	
4924	2974722	
4925	2969801	
4926	2964882	
4927	2959964	
4928	2955048	
4929	2950134	
4930	2945222	
4931	2940312	
4932	2935404	
4933	2930498	
4934	2925594	
4935	2920692	
4936	2915791	
4937	2910893	
4938	2905996	
4939	2901102	
4940	2896209	
4941	2891318	
4942	2886430	
4943	2881543	
4944	2876658	
4945	2871775	
4946	2866895	
4947	2862016	
4948	2857139	
4949	2852264	
4950	2847391	
4951	2842521	
4952	2837652	
4953	2832785	
4954	2827920	
4955	2823058	
4956	2818197	
4957	2813339	
4958	2808482	
4959	2803628	
4960	2798775	
4961	2793925	
4962	2789077	
4963	2784231	
4964	2779386	
4965	2774544	
4966	2769705	
4967	2764867	
4968	2760031	
4969	2755198	
4970	2750366	
4971	2745537	
4972	2740710	
4973	2735885	
4974	2731062	
4975	2726241	
4976	2721422	
4977	2716606	
4978	2711792	
4979	2706980	
4980	2702170	
4981	2697362	
4982	2692556	
4983	2687753	
4984	2682952	
4985	2678153	
4986	2673356	
4987	2668562	
4988	2663769	
4989	2658979	
4990	2654191	
4991	2649406	
4992	2644622	
4993	2639841	
4994	2635062	
4995	2630286	
4996	2625511	
4997	2620739	
4998	2615970	
4999	2611202	
5000	2606437	
5001	2601674	
5002	2596913	
5003	2592155	
5004	2587399	
5005	2582645	
5006	2577894	
5007	2573145	
5008	2568398	
5009	2563654	
5010	2558912	
5011	2554172	
5012	2549435	
5013	2544700	
5014	2539967	
5015	2535237	
5016	2530509	
5017	2525784	
5018	2521061	
5019	2516340	
5020	2511622	
5021	2506906	
5022	2502193	
