Energy(keV) 	 Hits(N) 
1884	9600309	
1885	9603606	
1886	9606901	
1887	9610191	
1888	9613478	
1889	9616762	
1890	9620042	
1891	9623318	
1892	9626591	
1893	9629860	
1894	9633126	
1895	9636389	
1896	9639647	
1897	9642903	
1898	9646154	
1899	9649403	
1900	9652647	
1901	9655888	
1902	9659126	
1903	9662360	
1904	9665590	
1905	9668817	
1906	9672040	
1907	9675260	
1908	9678476	
1909	9681689	
1910	9684898	
1911	9688103	
1912	9691305	
1913	9694504	
1914	9697698	
1915	9700890	
1916	9704077	
1917	9707261	
1918	9710442	
1919	9713619	
1920	9716792	
1921	9719962	
1922	9723128	
1923	9726290	
1924	9729449	
1925	9732605	
1926	9735756	
1927	9738904	
1928	9742049	
1929	9745190	
1930	9748327	
1931	9751461	
1932	9754591	
1933	9757718	
1934	9760841	
1935	9763960	
1936	9767076	
1937	9770188	
1938	9773296	
1939	9776401	
1940	9779502	
1941	9782600	
1942	9785694	
1943	9788784	
1944	9791871	
1945	9794954	
1946	9798033	
1947	9801109	
1948	9804181	
1949	9807250	
1950	9810315	
1951	9813376	
1952	9816434	
1953	9819488	
1954	9822538	
1955	9825585	
1956	9828628	
1957	9831667	
1958	9834703	
1959	9837735	
1960	9840763	
1961	9843788	
1962	9846809	
1963	9849827	
1964	9852840	
1965	9855850	
1966	9858857	
1967	9861860	
1968	9864859	
1969	9867854	
1970	9870846	
1971	9873834	
1972	9876818	
1973	9879799	
1974	9882776	
1975	9885749	
1976	9888719	
1977	9891685	
1978	9894647	
1979	9897606	
1980	9900561	
1981	9903512	
1982	9906459	
1983	9909403	
1984	9912343	
1985	9915280	
1986	9918212	
1987	9921141	
1988	9924067	
1989	9926988	
1990	9929906	
1991	9932820	
1992	9935731	
1993	9938638	
1994	9941541	
1995	9944440	
1996	9947336	
1997	9950227	
1998	9953116	
1999	9956000	
2000	9958881	
2001	9961758	
2002	9964631	
2003	9967500	
2004	9970366	
2005	9973228	
2006	9976086	
2007	9978941	
2008	9981792	
2009	9984639	
2010	9987482	
2011	9990322	
2012	9993158	
2013	9995990	
2014	9998818	
2015	10001643	
2016	10004464	
2017	10007281	
2018	10010094	
2019	10012904	
2020	10015709	
2021	10018511	
2022	10021310	
2023	10024104	
2024	10026895	
2025	10029682	
2026	10032465	
2027	10035245	
2028	10038020	
2029	10040792	
2030	10043560	
2031	10046325	
2032	10049085	
2033	10051842	
2034	10054595	
2035	10057344	
2036	10060090	
2037	10062832	
2038	10065569	
2039	10068304	
2040	10071034	
2041	10073760	
2042	10076483	
2043	10079202	
2044	10081917	
2045	10084628	
2046	10087336	
2047	10090040	
2048	10092739	
2049	10095436	
2050	10098128	
2051	10100816	
2052	10103501	
2053	10106182	
2054	10108859	
2055	10111532	
2056	10114202	
2057	10116867	
2058	10119529	
2059	10122187	
2060	10124841	
2061	10127491	
2062	10130138	
2063	10132781	
2064	10135419	
2065	10138054	
2066	10140686	
2067	10143313	
2068	10145936	
2069	10148556	
2070	10151172	
2071	10153784	
2072	10156392	
2073	10158996	
2074	10161597	
2075	10164193	
2076	10166786	
2077	10169375	
2078	10171960	
2079	10174541	
2080	10177119	
2081	10179692	
2082	10182262	
2083	10184828	
2084	10187390	
2085	10189948	
2086	10192502	
2087	10195052	
2088	10197599	
2089	10200142	
2090	10202680	
2091	10205215	
2092	10207746	
2093	10210273	
2094	10212797	
2095	10215316	
2096	10217832	
2097	10220343	
2098	10222851	
2099	10225355	
2100	10227855	
2101	10230351	
2102	10232843	
2103	10235332	
2104	10237816	
2105	10240297	
2106	10242773	
2107	10245246	
2108	10247715	
2109	10250180	
2110	10252641	
2111	10255099	
2112	10257552	
2113	10260001	
2114	10262447	
2115	10264888	
2116	10267326	
2117	10269760	
2118	10272190	
2119	10274616	
2120	10277038	
2121	10279456	
2122	10281870	
2123	10284281	
2124	10286687	
2125	10289090	
2126	10291488	
2127	10293883	
2128	10296274	
2129	10298661	
2130	10301044	
2131	10303423	
2132	10305798	
2133	10308169	
2134	10310536	
2135	10312899	
2136	10315259	
2137	10317614	
2138	10319966	
2139	10322313	
2140	10324657	
2141	10326996	
2142	10329332	
2143	10331664	
2144	10333992	
2145	10336316	
2146	10338636	
2147	10340952	
2148	10343264	
2149	10345572	
2150	10347876	
2151	10350176	
2152	10352473	
2153	10354765	
2154	10357053	
2155	10359338	
2156	10361618	
2157	10363895	
2158	10366167	
2159	10368436	
2160	10370700	
2161	10372961	
2162	10375218	
2163	10377470	
2164	10379719	
2165	10381964	
2166	10384205	
2167	10386441	
2168	10388674	
2169	10390903	
2170	10393128	
2171	10395349	
2172	10397566	
2173	10399779	
2174	10401988	
2175	10404193	
2176	10406394	
2177	10408591	
2178	10410784	
2179	10412973	
2180	10415158	
2181	10417339	
2182	10419517	
2183	10421690	
2184	10423859	
2185	10426024	
2186	10428185	
2187	10430342	
2188	10432495	
2189	10434644	
2190	10436790	
2191	10438931	
2192	10441068	
2193	10443201	
2194	10445330	
2195	10447455	
2196	10449576	
2197	10451693	
2198	10453807	
2199	10455916	
2200	10458021	
2201	10460122	
2202	10462219	
2203	10464312	
2204	10466401	
2205	10468486	
2206	10470567	
2207	10472644	
2208	10474717	
2209	10476786	
2210	10478851	
2211	10480911	
2212	10482968	
2213	10485021	
2214	10487070	
2215	10489115	
2216	10491155	
2217	10493192	
2218	10495225	
2219	10497253	
2220	10499278	
2221	10501299	
2222	10503315	
2223	10505328	
2224	10507336	
2225	10509340	
2226	10511341	
2227	10513337	
2228	10515329	
2229	10517318	
2230	10519302	
2231	10521282	
2232	10523258	
2233	10525230	
2234	10527198	
2235	10529162	
2236	10531122	
2237	10533078	
2238	10535029	
2239	10536977	
2240	10538921	
2241	10540860	
2242	10542796	
2243	10544727	
2244	10546655	
2245	10548578	
2246	10550497	
2247	10552413	
2248	10554324	
2249	10556231	
2250	10558134	
2251	10560033	
2252	10561928	
2253	10563819	
2254	10565705	
2255	10567588	
2256	10569467	
2257	10571341	
2258	10573212	
2259	10575078	
2260	10576940	
2261	10578799	
2262	10580653	
2263	10582503	
2264	10584349	
2265	10586191	
2266	10588028	
2267	10589862	
2268	10591692	
2269	10593517	
2270	10595339	
2271	10597156	
2272	10598969	
2273	10600779	
2274	10602584	
2275	10604385	
2276	10606182	
2277	10607974	
2278	10609763	
2279	10611548	
2280	10613328	
2281	10615105	
2282	10616877	
2283	10618645	
2284	10620409	
2285	10622169	
2286	10623925	
2287	10625677	
2288	10627425	
2289	10629168	
2290	10630908	
2291	10632643	
2292	10634374	
2293	10636102	
2294	10637825	
2295	10639544	
2296	10641258	
2297	10642969	
2298	10644676	
2299	10646378	
2300	10648076	
2301	10649771	
2302	10651461	
2303	10653147	
2304	10654829	
2305	10656506	
2306	10658180	
2307	10659850	
2308	10661515	
2309	10663176	
2310	10664833	
2311	10666486	
2312	10668135	
2313	10669780	
2314	10671420	
2315	10673057	
2316	10674689	
2317	10676318	
2318	10677942	
2319	10679562	
2320	10681177	
2321	10682789	
2322	10684397	
2323	10686000	
2324	10687599	
2325	10689194	
2326	10690785	
2327	10692372	
2328	10693955	
2329	10695533	
2330	10697108	
2331	10698678	
2332	10700244	
2333	10701806	
2334	10703364	
2335	10704918	
2336	10706467	
2337	10708012	
2338	10709554	
2339	10711091	
2340	10712624	
2341	10714152	
2342	10715677	
2343	10717197	
2344	10718714	
2345	10720226	
2346	10721734	
2347	10723238	
2348	10724737	
2349	10726233	
2350	10727724	
2351	10729211	
2352	10730694	
2353	10732173	
2354	10733648	
2355	10735118	
2356	10736585	
2357	10738047	
2358	10739505	
2359	10740959	
2360	10742408	
2361	10743854	
2362	10745295	
2363	10746732	
2364	10748165	
2365	10749594	
2366	10751019	
2367	10752439	
2368	10753856	
2369	10755268	
2370	10756676	
2371	10758080	
2372	10759479	
2373	10760875	
2374	10762266	
2375	10763653	
2376	10765036	
2377	10766414	
2378	10767789	
2379	10769159	
2380	10770525	
2381	10771887	
2382	10773245	
2383	10774599	
2384	10775948	
2385	10777293	
2386	10778634	
2387	10779971	
2388	10781304	
2389	10782632	
2390	10783957	
2391	10785277	
2392	10786592	
2393	10787904	
2394	10789212	
2395	10790515	
2396	10791814	
2397	10793109	
2398	10794400	
2399	10795686	
2400	10796968	
2401	10798247	
2402	10799520	
2403	10800790	
2404	10802056	
2405	10803317	
2406	10804574	
2407	10805827	
2408	10807076	
2409	10808320	
2410	10809560	
2411	10810797	
2412	10812028	
2413	10813256	
2414	10814480	
2415	10815699	
2416	10816914	
2417	10818125	
2418	10819331	
2419	10820534	
2420	10821732	
2421	10822926	
2422	10824116	
2423	10825301	
2424	10826483	
2425	10827660	
2426	10828833	
2427	10830001	
2428	10831166	
2429	10832326	
2430	10833482	
2431	10834634	
2432	10835782	
2433	10836925	
2434	10838064	
2435	10839199	
2436	10840330	
2437	10841456	
2438	10842579	
2439	10843697	
2440	10844810	
2441	10845920	
2442	10847025	
2443	10848127	
2444	10849224	
2445	10850316	
2446	10851405	
2447	10852489	
2448	10853569	
2449	10854645	
2450	10855716	
2451	10856784	
2452	10857847	
2453	10858906	
2454	10859960	
2455	10861011	
2456	10862057	
2457	10863099	
2458	10864137	
2459	10865170	
2460	10866199	
2461	10867224	
2462	10868245	
2463	10869262	
2464	10870274	
2465	10871282	
2466	10872286	
2467	10873285	
2468	10874281	
2469	10875272	
2470	10876259	
2471	10877241	
2472	10878220	
2473	10879194	
2474	10880164	
2475	10881129	
2476	10882091	
2477	10883048	
2478	10884001	
2479	10884949	
2480	10885894	
2481	10886834	
2482	10887770	
2483	10888702	
2484	10889629	
2485	10890552	
2486	10891471	
2487	10892386	
2488	10893296	
2489	10894203	
2490	10895105	
2491	10896002	
2492	10896896	
2493	10897785	
2494	10898670	
2495	10899551	
2496	10900427	
2497	10901299	
2498	10902167	
2499	10903031	
2500	10903890	
2501	10904745	
2502	10905596	
2503	10906443	
2504	10907285	
2505	10908124	
2506	10908957	
2507	10909787	
2508	10910612	
2509	10911434	
2510	10912250	
2511	10913063	
2512	10913871	
2513	10914675	
2514	10915475	
2515	10916271	
2516	10917062	
2517	10917849	
2518	10918632	
2519	10919410	
2520	10920185	
2521	10920955	
2522	10921720	
2523	10922482	
2524	10923239	
2525	10923992	
2526	10924741	
2527	10925485	
2528	10926225	
2529	10926961	
2530	10927693	
2531	10928420	
2532	10929143	
2533	10929862	
2534	10930576	
2535	10931286	
2536	10931992	
2537	10932694	
2538	10933392	
2539	10934085	
2540	10934774	
2541	10935458	
2542	10936139	
2543	10936815	
2544	10937487	
2545	10938154	
2546	10938817	
2547	10939477	
2548	10940131	
2549	10940782	
2550	10941428	
2551	10942070	
2552	10942707	
2553	10943341	
2554	10943970	
2555	10944595	
2556	10945215	
2557	10945832	
2558	10946444	
2559	10947051	
2560	10947655	
2561	10948254	
2562	10948849	
2563	10949439	
2564	10950026	
2565	10950608	
2566	10951185	
2567	10951759	
2568	10952328	
2569	10952893	
2570	10953454	
2571	10954010	
2572	10954562	
2573	10955110	
2574	10955654	
2575	10956193	
2576	10956728	
2577	10957259	
2578	10957785	
2579	10958307	
2580	10958825	
2581	10959339	
2582	10959848	
2583	10960353	
2584	10960854	
2585	10961350	
2586	10961842	
2587	10962330	
2588	10962814	
2589	10963293	
2590	10963768	
2591	10964239	
2592	10964705	
2593	10965167	
2594	10965625	
2595	10966079	
2596	10966528	
2597	10966973	
2598	10967414	
2599	10967850	
2600	10968282	
2601	10968710	
2602	10969134	
2603	10969553	
2604	10969968	
2605	10970379	
2606	10970785	
2607	10971188	
2608	10971586	
2609	10971979	
2610	10972368	
2611	10972753	
2612	10973134	
2613	10973511	
2614	10973883	
2615	10974251	
2616	10974614	
2617	10974973	
2618	10975328	
2619	10975679	
2620	10976026	
2621	10976368	
2622	10976705	
2623	10977039	
2624	10977368	
2625	10977693	
2626	10978014	
2627	10978330	
2628	10978642	
2629	10978950	
2630	10979254	
2631	10979553	
2632	10979848	
2633	10980138	
2634	10980425	
2635	10980707	
2636	10980985	
2637	10981258	
2638	10981527	
2639	10981792	
2640	10982053	
2641	10982309	
2642	10982561	
2643	10982809	
2644	10983052	
2645	10983291	
2646	10983526	
2647	10983757	
2648	10983983	
2649	10984205	
2650	10984423	
2651	10984636	
2652	10984845	
2653	10985050	
2654	10985250	
2655	10985447	
2656	10985639	
2657	10985826	
2658	10986010	
2659	10986189	
2660	10986363	
2661	10986534	
2662	10986700	
2663	10986862	
2664	10987019	
2665	10987173	
2666	10987322	
2667	10987466	
2668	10987607	
2669	10987743	
2670	10987875	
2671	10988002	
2672	10988125	
2673	10988244	
2674	10988359	
2675	10988469	
2676	10988575	
2677	10988677	
2678	10988775	
2679	10988868	
2680	10988957	
2681	10989041	
2682	10989121	
2683	10989197	
2684	10989269	
2685	10989337	
2686	10989400	
2687	10989458	
2688	10989513	
2689	10989563	
2690	10989609	
2691	10989651	
2692	10989688	
2693	10989721	
2694	10989750	
2695	10989774	
2696	10989795	
2697	10989811	
2698	10989822	
2699	10989829	
2700	10989832	
2701	10989831	
2702	10989826	
2703	10989816	
2704	10989802	
2705	10989783	
2706	10989760	
2707	10989733	
2708	10989702	
2709	10989666	
2710	10989626	
2711	10989582	
2712	10989534	
2713	10989481	
2714	10989424	
2715	10989362	
2716	10989297	
2717	10989227	
2718	10989153	
2719	10989074	
2720	10988991	
2721	10988904	
2722	10988813	
2723	10988717	
